month_year,final_country,final_sub_region,final_received_usd,final_deposits
2019-05,Somalia,Sub-Saharan Africa,1281634.07,1235.310006
2019-05,South Africa,Sub-Saharan Africa,662731921.3,238252.7428
2019-05,Spain,Southern Europe,1337842066,361580.1283
2019-05,Sri Lanka,Southern Asia,50589762.14,16681.93027
2019-05,Sudan,Northern Africa,48845255.52,12794.47546
2019-05,Sweden,Northern Europe,623679837,154228.8376
2019-05,Switzerland,Western Europe,1055192957,195477.4803
2019-05,Syrian Arab Republic,Western Asia,8243278.737,2825.823972
2019-05,Taiwan,Eastern Asia,1701202780,368389.7081
2019-05,Tajikistan,Central Asia,2894433.575,3170.758189
2019-05,"Tanzania, United Republic of",Sub-Saharan Africa,8879687.421,4816.875486
2019-05,Thailand,South-eastern Asia,1037710177,732041.7342
2019-05,Trinidad and Tobago,Latin America and the Caribbean,35234388.23,6562.069881
2019-05,Tunisia,Northern Africa,67022262.66,22698.00739
2019-05,Turkey,Western Asia,4291914624,985823.4883
2019-05,Turkmenistan,Central Asia,10288165.57,11579.17666
2019-05,Uganda,Sub-Saharan Africa,66908062.71,17252.00357
2019-05,Ukraine,Eastern Europe,3354468581,1458264.892
2019-05,United Arab Emirates,Western Asia,378768320.4,89621.40456
2019-05,United Kingdom,Northern Europe,4073404123,1439560.802
2019-05,United States,North America,219633.4054,34
2019-05,United States,Northern America,16996532363,4724878.335
2019-05,Uruguay,Latin America and the Caribbean,69046662.75,18731.5992
2019-05,Uzbekistan,Central Asia,36532709.78,12450.19218
2019-05,"Venezuela, Bolivarian Republic of",Latin America and the Caribbean,680782170.7,298650.7985
2019-05,Vietnam,South-eastern Asia,5587003950,1379921.933
2019-05,Yemen,Western Asia,11736453.5,3464.671944
2019-05,Zambia,Sub-Saharan Africa,14847354.81,7982.442571
2019-05,Zimbabwe,Sub-Saharan Africa,10991493.04,4002.05825
2019-06,Afghanistan,Southern Asia,1182315.064,856.9404009
2019-06,Albania,Southern Europe,36998135.17,11049.53678
2019-06,Algeria,Northern Africa,412091964.7,86395.45917
2019-06,Andorra,Southern Europe,7266441.277,2998.360731
2019-06,Angola,Sub-Saharan Africa,1927975.665,398.7800092
2019-06,Argentina,Latin America and the Caribbean,1050777976,212232.4504
2019-06,Armenia,Western Asia,37494596.17,16360.33857
2019-06,Australia,Australia and New Zealand,2506804970,509540.4138
2019-06,Austria,Western Europe,946488092.7,213544.7367
2019-06,Azerbaijan,Western Asia,408515188.3,78491.29967
2019-06,Bahamas,Latin America and the Caribbean,11144101.6,8277.668093
2019-06,Bahrain,Western Asia,57599835.8,10950.68602
2019-06,Bangladesh,Southern Asia,167578691.6,49283.10422
2019-06,Barbados,Latin America and the Caribbean,63312537.64,10492.9228
2019-06,Belarus,Eastern Europe,569669762.9,154613.5398
2019-06,Belgium,Western Europe,1320304686,246161.1268
2019-06,Benin,Sub-Saharan Africa,24587283.5,5679.249058
2019-06,"Bolivia, Plurinational State of",Latin America and the Caribbean,47231713.37,11810.82452
2019-06,Bosnia and Herzegovina,Southern Europe,77266903.23,20326.6935
2019-06,Botswana,Sub-Saharan Africa,63904032.6,13161.89161
2019-06,Brazil,Latin America and the Caribbean,5131852576,1449911.79
2019-06,Brunei Darussalam,South-eastern Asia,6873672.374,2397.851203
2019-06,Bulgaria,Eastern Europe,996115946.5,196575.7258
2019-06,Burkina Faso,Sub-Saharan Africa,2595184.152,618.514024
2019-06,Cambodia,South-eastern Asia,144997009.4,27111.10144
2019-06,Cameroon,Sub-Saharan Africa,23911870.72,10181.29621
2019-06,Canada,Northern America,3626624592,715201.3166
2019-06,Chile,Latin America and the Caribbean,954779375.5,180320.4026
2019-06,China,Eastern Asia,28648594641,6203293.718
2019-06,Colombia,Latin America and the Caribbean,919311281.4,242921.2712
2019-06,"Congo, the Democratic Republic of the",Sub-Saharan Africa,4764081.509,1353.253265
2019-06,Costa Rica,Latin America and the Caribbean,61948199.37,14604.29239
2019-06,Croatia,Southern Europe,521153041.4,92554.2498
2019-06,Cuba,Latin America and the Caribbean,2373618.734,1760.075059
2019-06,Cyprus,Western Asia,260002687.3,41610.80738
2019-06,Czech Republic,Eastern Europe,1835837579,299802.3714
2019-06,Côte d'Ivoire,Sub-Saharan Africa,36454472.18,10162.83232
2019-06,Denmark,Northern Europe,512028350.6,95899.119
2019-06,Dominican Republic,Latin America and the Caribbean,162635976.1,37044.71106
2019-06,Ecuador,Latin America and the Caribbean,97468306.92,29668.92087
2019-06,Egypt,Northern Africa,611047583,132910.991
2019-06,El Salvador,Latin America and the Caribbean,28617971.91,5868.164871
2019-06,Estonia,Northern Europe,291281023.3,49898.91991
2019-06,Ethiopia,Sub-Saharan Africa,4620457.099,986.3804696
2019-06,Fiji,Melanesia,794069.6813,462.5996843
2019-06,Finland,Northern Europe,763911583.3,146392.152
2019-06,France,Western Europe,3705413672,691242.006
2019-06,French Guiana,Latin America and the Caribbean,13487.91475,17.84283217
2019-06,French Polynesia,Polynesia,2451747.163,214.9450466
2019-06,Georgia,Western Asia,259819100.3,67938.70777
2019-06,Germany,Western Europe,4671740447,1026727.666
2019-06,Ghana,Sub-Saharan Africa,90594596.16,28603.92766
2019-06,Greece,Southern Europe,418862627.3,148574.3029
2019-06,Guadeloupe,Latin America and the Caribbean,6113064.365,1152.66534
2019-06,Guam,Micronesia,72192508.63,13339.60893
2019-06,Guatemala,Latin America and the Caribbean,28064036.28,6514.255038
2019-06,Haiti,Latin America and the Caribbean,3467752.053,979.9360938
2019-06,Honduras,Latin America and the Caribbean,4600372.919,1050.543259
2019-06,Hong Kong,Other,2180519878,444406.7991
2019-06,Hungary,Eastern Europe,459830937.8,91438.93294
2019-06,Iceland,Northern Europe,79466931.19,12324.91518
2019-06,India,Southern Asia,3361539596,758211.795
2019-06,Indonesia,South-eastern Asia,1791796668,633953.1951
2019-06,"Iran, Islamic Republic of",Southern Asia,344619166,111905.1943
2019-06,Iraq,Western Asia,79862553.18,20109.65594
2019-06,Ireland,Northern Europe,520217187,92988.58449
2019-06,Israel,Western Asia,767993060.2,148637.6705
2019-06,Italy,Southern Europe,1812700460,378133.7782
2019-06,Jamaica,Latin America and the Caribbean,36882374.19,7747.410919
2019-06,Japan,Eastern Asia,2627939418,438932.2536
2019-06,Jersey,Northern Europe,11415626.99,2633.774372
2019-06,Jordan,Western Asia,130623241.9,25052.07157
2019-06,Kazakhstan,Central Asia,451959618.8,147927.9048
2019-06,Kenya,Sub-Saharan Africa,103513588.6,27788.42913
2019-06,"Korea, Republic of",Eastern Asia,12007809159,1996560.941
2019-06,Kuwait,Western Asia,100545094.6,35847.99263
2019-06,Kyrgyzstan,Central Asia,60960221.07,19018.39624
2019-06,Lao People's Democratic Republic,South-eastern Asia,72378478.59,43442.16577
2019-06,Latvia,Northern Europe,509802321.9,92634.2458
2019-06,Lebanon,Western Asia,67789688.67,14939.5502
2019-06,Libya,Northern Africa,146129527.8,71417.22728
2019-06,Liechtenstein,Western Europe,54.67109602,1.032798484
2019-06,Lithuania,Northern Europe,647555696.1,104271.2609
2019-06,Luxembourg,Western Europe,57389548.42,15729.39529
2019-06,Macao,Other,762436095.1,137988.8138
2019-06,"Macedonia, the former Yugoslav Republic of",Southern Europe,99266293.64,18542.25089
2019-06,Madagascar,Sub-Saharan Africa,4753106.131,1734.096989
2019-06,Malaysia,South-eastern Asia,1351168336,302972.7572
2019-06,Maldives,Southern Asia,2075850.429,457.3789856
2019-06,Mali,Sub-Saharan Africa,1848733.307,221.6013422
2019-06,Malta,Southern Europe,195964265.7,36779.25365
2019-06,Martinique,Latin America and the Caribbean,14851637.1,4029.684073
2019-06,Mauritius,Sub-Saharan Africa,90950362.77,19761.05022
2019-06,Mexico,Latin America and the Caribbean,956990741,268311.5083
2019-06,"Moldova, Republic of",Eastern Europe,209797649.7,101474.6076
2019-06,Mongolia,Eastern Asia,115989672.4,27113.17447
2019-06,Montenegro,Southern Europe,38996618.45,12629.65203
2019-06,Morocco,Northern Africa,434681148.3,88144.19778
2019-06,Mozambique,Sub-Saharan Africa,28154782.46,6491.132511
2019-06,Myanmar,South-eastern Asia,10670213.47,3709.539594
2019-06,Namibia,Sub-Saharan Africa,12983868.33,5260.144532
2019-06,Nepal,Southern Asia,46469994.69,13078.5086
2019-06,Netherlands,Western Europe,4025436046,896618.9747
2019-06,New Caledonia,Melanesia,2289974.379,466.7074755
2019-06,New Zealand,Australia and New Zealand,327589577.3,65045.70405
2019-06,Nicaragua,Latin America and the Caribbean,8204984.088,2688.540343
2019-06,Nigeria,Sub-Saharan Africa,481708495,159461.0415
2019-06,Norway,Northern Europe,624299568.4,116216.8074
2019-06,Oman,Western Asia,17354593.63,4127.100462
2019-06,Pakistan,Southern Asia,527544151.9,130258.8255
2019-06,"Palestine, State of",Western Asia,67705507.35,17902.55429
2019-06,Panama,Latin America and the Caribbean,87128984.43,16629.4881
2019-06,Paraguay,Latin America and the Caribbean,19378211.55,5241.236152
2019-06,Peru,Latin America and the Caribbean,291529665.3,77772.90267
2019-06,Philippines,South-eastern Asia,1801533209,694554.1977
2019-06,Poland,Eastern Europe,2645187902,670370.3903
2019-06,Portugal,Southern Europe,534906137.7,113133.1528
2019-06,Puerto Rico,Latin America and the Caribbean,138150643.7,32542.55229
2019-06,Qatar,Western Asia,84696879.15,19671.70503
2019-06,Romania,Eastern Europe,757778158.3,152657.408
2019-06,Russian Federation,Eastern Europe,10867438842,2399433.002
2019-06,Rwanda,Sub-Saharan Africa,15218188.1,8686.830544
2019-06,Réunion,Sub-Saharan Africa,15554306.13,3328.071954
2019-06,Saudi Arabia,Western Asia,361919228.9,79556.95626
2019-06,Senegal,Sub-Saharan Africa,77846227.39,30569.84377
2019-06,Serbia,Southern Europe,415327658.8,92293.32907
2019-06,Singapore,South-eastern Asia,1504343190,293172.3157
2019-06,Slovakia,Eastern Europe,781211267.7,140642.3981
2019-06,Slovenia,Southern Europe,1319474012,260265.6132
2019-06,Somalia,Sub-Saharan Africa,2033561.395,587.316495
2019-06,South Africa,Sub-Saharan Africa,871438149.3,256717.8162
2019-06,Spain,Southern Europe,2959251976,602033.9972
2019-06,Sri Lanka,Southern Asia,89670711.95,21189.40504
2019-06,Sudan,Northern Africa,13432764.86,2564.163387
2019-06,Sweden,Northern Europe,798714375,157231.4551
2019-06,Switzerland,Western Europe,1315356128,242189.851
2019-06,Syrian Arab Republic,Western Asia,12607600.41,4361.551294
2019-06,Taiwan,Eastern Asia,1693633386,297731.5299
2019-06,Tajikistan,Central Asia,1587778.22,727.2287772
2019-06,"Tanzania, United Republic of",Sub-Saharan Africa,24607296.28,7347.382836
2019-06,Thailand,South-eastern Asia,1297001623,844380.8591
2019-06,Trinidad and Tobago,Latin America and the Caribbean,62524730.24,9946.060133
2019-06,Tunisia,Northern Africa,85698033.41,23792.34343
2019-06,Turkey,Western Asia,6894478968,1249796.584
2019-06,Turkmenistan,Central Asia,11543033.14,12870.2412
2019-06,Uganda,Sub-Saharan Africa,40046234,9606.849506
2019-06,Ukraine,Eastern Europe,4408472855,1452530.275
2019-06,United Arab Emirates,Western Asia,689984141.4,126636.482
2019-06,United Kingdom,Northern Europe,4720903938,1103204.821
2019-06,United States,North America,225847.3905,36
2019-06,United States,Northern America,22571611948,6385208.964
2019-06,Uruguay,Latin America and the Caribbean,55027589.32,11889.03667
2019-06,Uzbekistan,Central Asia,81339393.27,18782.74294
2019-06,"Venezuela, Bolivarian Republic of",Latin America and the Caribbean,812769360.6,260773.4625
2019-06,Vietnam,South-eastern Asia,6084345414,1339539.645
2019-06,Yemen,Western Asia,72213413.13,13871.9895
2019-06,Zambia,Sub-Saharan Africa,8328895.048,4848.070582
2019-06,Zimbabwe,Sub-Saharan Africa,10441952.09,2990.044794
2019-07,Afghanistan,Southern Asia,884088.9406,442.7504965
2019-07,Albania,Southern Europe,34173848.28,9751.874766
2019-07,Algeria,Northern Africa,355558950.9,78350.03541
2019-07,Andorra,Southern Europe,20441546.29,5443.706755
2019-07,Angola,Sub-Saharan Africa,5686596.008,2187.266592
2019-07,Argentina,Latin America and the Caribbean,600161355.5,197549.0035
2019-07,Armenia,Western Asia,58087080.4,26322.86357
2019-07,Australia,Australia and New Zealand,2594864738,551791.9742
2019-07,Austria,Western Europe,728857827.3,152741.3495
2019-07,Azerbaijan,Western Asia,178845744.1,38130.02302
2019-07,Bahamas,Latin America and the Caribbean,4258635.763,3543.863758
2019-07,Bahrain,Western Asia,29954174.31,7325.234396
2019-07,Bangladesh,Southern Asia,195228981.6,53333.00047
2019-07,Barbados,Latin America and the Caribbean,9226806.878,1960.825485
2019-07,Belarus,Eastern Europe,503056745.9,164289.2276
2019-07,Belgium,Western Europe,1178329879,200458.1495
2019-07,Benin,Sub-Saharan Africa,49959928.89,9735.057769
2019-07,"Bolivia, Plurinational State of",Latin America and the Caribbean,52524358.33,12694.14404
2019-07,Bosnia and Herzegovina,Southern Europe,59802660.78,18548.78448
2019-07,Botswana,Sub-Saharan Africa,6740004.689,1993.885096
2019-07,Brazil,Latin America and the Caribbean,4632521700,1424255.598
2019-07,Brunei Darussalam,South-eastern Asia,2397914.591,1529.172004
2019-07,Bulgaria,Eastern Europe,939931699.9,183111.7175
2019-07,Cambodia,South-eastern Asia,130452636,22971.73242
2019-07,Cameroon,Sub-Saharan Africa,22270616.63,7188.137246
2019-07,Canada,Northern America,3026814581,560674.9537
2019-07,Chile,Latin America and the Caribbean,644214035.6,136459.5494
2019-07,China,Eastern Asia,24559188659,6724804.094
2019-07,Colombia,Latin America and the Caribbean,837964068.2,224412.1983
2019-07,"Congo, the Democratic Republic of the",Sub-Saharan Africa,1955758.453,757.5821665
2019-07,Costa Rica,Latin America and the Caribbean,52365763.04,18894.87895
2019-07,Croatia,Southern Europe,374659877.2,78649.08842
2019-07,Cuba,Latin America and the Caribbean,3067820.806,2408.010215
2019-07,Cyprus,Western Asia,180167228,32273.48228
2019-07,Czech Republic,Eastern Europe,1756021273,312078.2036
2019-07,Côte d'Ivoire,Sub-Saharan Africa,18271267.56,8646.47376
2019-07,Denmark,Northern Europe,320718738.7,68194.83546
2019-07,Dominican Republic,Latin America and the Caribbean,117526105.8,469471.4613
2019-07,Ecuador,Latin America and the Caribbean,89893374.87,28754.97002
2019-07,Egypt,Northern Africa,446332311.6,110295.4678
2019-07,El Salvador,Latin America and the Caribbean,26670072.56,7365.086526
2019-07,Estonia,Northern Europe,249698908.6,698308.7381
2019-07,Ethiopia,Sub-Saharan Africa,21367716.56,3920.439665
2019-07,Finland,Northern Europe,483811678.4,107490.863
2019-07,France,Western Europe,3477701442,658049.2362
2019-07,French Guiana,Latin America and the Caribbean,3938040.161,1046.034099
2019-07,French Polynesia,Polynesia,3099393.098,562.5914304
2019-07,Gabon,Sub-Saharan Africa,1590405.629,289.9038377
2019-07,Georgia,Western Asia,239491614.7,55058.9153
2019-07,Germany,Western Europe,4014213571,821996.531
2019-07,Ghana,Sub-Saharan Africa,146184334.9,38991.77443
2019-07,Greece,Southern Europe,339734812.1,83764.12885
2019-07,Guadeloupe,Latin America and the Caribbean,2578412.261,526.4247166
2019-07,Guam,Micronesia,14635187.98,3693.892333
2019-07,Guatemala,Latin America and the Caribbean,29102783.87,6662.685876
2019-07,Haiti,Latin America and the Caribbean,2499567.955,643.9689949
2019-07,Honduras,Latin America and the Caribbean,2487584.497,790.1611239
2019-07,Hong Kong,Other,1677971066,648715.4866
2019-07,Hungary,Eastern Europe,467770847.8,97390.93724
2019-07,Iceland,Northern Europe,73181311.57,12615.25354
2019-07,India,Southern Asia,2969931980,789686.6797
2019-07,Indonesia,South-eastern Asia,1457305886,569721.3838
2019-07,"Iran, Islamic Republic of",Southern Asia,470309183.2,147127.4013
2019-07,Iraq,Western Asia,68565954.57,20820.9495
2019-07,Ireland,Northern Europe,440564455.2,82956.93563
2019-07,Israel,Western Asia,472602233.2,107733.6152
2019-07,Italy,Southern Europe,1420622129,307253.2459
2019-07,Jamaica,Latin America and the Caribbean,21529226.27,6241.174799
2019-07,Japan,Eastern Asia,1862609611,305053.2016
2019-07,Jersey,Northern Europe,4304412.544,1365.803951
2019-07,Jordan,Western Asia,92672799.2,18282.3928
2019-07,Kazakhstan,Central Asia,433260069.5,155449.2793
2019-07,Kenya,Sub-Saharan Africa,109366872.8,33021.95226
2019-07,"Korea, Republic of",Eastern Asia,10133397164,2359164.43
2019-07,Kuwait,Western Asia,94376256.15,29664.7428
2019-07,Kyrgyzstan,Central Asia,59058440.66,26166.85945
2019-07,Lao People's Democratic Republic,South-eastern Asia,59777828.04,20567.82227
2019-07,Latvia,Northern Europe,499124589.1,101491.7635
2019-07,Lebanon,Western Asia,62850718.29,11774.80329
2019-07,Libya,Northern Africa,120649595.4,21002.26357
2019-07,Liechtenstein,Western Europe,3076283.155,504.5686991
2019-07,Lithuania,Northern Europe,834548032.6,136924.7025
2019-07,Luxembourg,Western Europe,92558733,14406.56875
2019-07,Macao,Other,43844630.05,8061.086765
2019-07,"Macedonia, the former Yugoslav Republic of",Southern Europe,45855100.01,10723.41864
2019-07,Madagascar,Sub-Saharan Africa,1606865.782,783.6485155
2019-07,Malaysia,South-eastern Asia,742310399.2,192763.5306
2019-07,Maldives,Southern Asia,274044.8569,124.1107045
2019-07,Mali,Sub-Saharan Africa,38405.47654,54.60422016
2019-07,Malta,Southern Europe,123339925.5,20141.31286
2019-07,Martinique,Latin America and the Caribbean,3562849.43,2053.649964
2019-07,Mauritius,Sub-Saharan Africa,66279846.45,29628.20338
2019-07,Mexico,Latin America and the Caribbean,947927759.3,308644.8132
2019-07,"Moldova, Republic of",Eastern Europe,170329997,61216.42482
2019-07,Mongolia,Eastern Asia,126446267.9,29469.07628
2019-07,Montenegro,Southern Europe,45640434.3,25257.21976
2019-07,Morocco,Northern Africa,411837147.5,89183.90225
2019-07,Mozambique,Sub-Saharan Africa,9692700.05,2626.836084
2019-07,Myanmar,South-eastern Asia,14157388.89,5238.859764
2019-07,Namibia,Sub-Saharan Africa,5148017.085,2504.602256
2019-07,Nepal,Southern Asia,36222317.23,11675.09636
2019-07,Netherlands,Western Europe,2879969724,672625.3066
2019-07,New Caledonia,Melanesia,22849833.14,4092.000442
2019-07,New Zealand,Australia and New Zealand,360001004.1,77850.66731
2019-07,Nicaragua,Latin America and the Caribbean,12220709.7,2899.306226
2019-07,Nigeria,Sub-Saharan Africa,373648210.2,133613.2051
2019-07,Norway,Northern Europe,680684104,120970.7089
2019-07,Oman,Western Asia,9434631.802,1649.334741
2019-07,Pakistan,Southern Asia,391625903.5,109504.6853
